TIME_STAMP	Lon	Lat	5G-NR NAS Registration Procedure Registration Time(ReqToAcc) [sec]	5G-NR NAS Registration Procedure Registration Time(ReqToComp) [sec]
2024-03-20 00:50:19.880920	-93.182449	44.976501	0.517	
2024-03-20 00:50:19.881091	-93.182449	44.976501		0.517
2024-03-20 00:52:47.595307	-93.182449	44.976501	0.446	
2024-03-20 00:52:47.595520	-93.182449	44.976501		0.447
2024-03-20 00:54:19.789800	-93.182449	44.976501	0.477	
2024-03-20 00:54:19.789991	-93.182449	44.976501		0.478
2024-03-20 00:56:47.618683	-93.182449	44.976501	0.462	
2024-03-20 00:56:47.618876	-93.182449	44.976501		0.463
2024-03-20 00:58:19.930828	-93.182449	44.976501	0.532	
2024-03-20 00:58:19.931042	-93.182449	44.976501		0.533
2024-03-20 01:00:47.475803	-93.182449	44.976501	0.390	
2024-03-20 01:00:47.476017	-93.182449	44.976501		0.391
2024-03-20 01:02:19.789536	-93.182449	44.976501	0.382	
2024-03-20 01:02:19.789709	-93.182449	44.976501		0.382
2024-03-20 01:04:47.567265	-93.182449	44.976501	0.476	
2024-03-20 01:04:47.567533	-93.182449	44.976501		0.477
2024-03-20 01:06:19.937193	-93.182449	44.976501	0.523	
2024-03-20 01:06:19.937372	-93.182449	44.976501		0.523
2024-03-20 01:08:47.567090	-93.182449	44.976501	0.419	
2024-03-20 01:08:47.567213	-93.182449	44.976501		0.420
2024-03-20 01:10:19.824521	-93.182449	44.976501	0.484	
2024-03-20 01:10:19.825656	-93.182449	44.976501		0.484
2024-03-20 01:12:47.675530	-93.182449	44.976501	0.491	
2024-03-20 01:12:47.675759	-93.182449	44.976501		0.492
2024-03-20 01:14:20.016348	-93.182449	44.976501	0.506	
2024-03-20 01:14:20.016547	-93.182449	44.976501		0.507
2024-03-20 01:16:47.586747	-93.182449	44.976501	0.472	
2024-03-20 01:16:47.586914	-93.182449	44.976501		0.473
2024-03-20 01:18:19.739583	-93.182449	44.976501	0.382	
2024-03-20 01:18:19.739786	-93.182449	44.976501		0.382
2024-03-20 01:20:47.508424	-93.182449	44.976501	0.386	
2024-03-20 01:20:47.508523	-93.182449	44.976501		0.387
2024-03-20 01:22:19.722182	-93.182449	44.976501	0.436	
2024-03-20 01:22:19.722380	-93.182449	44.976501		0.437
2024-03-20 01:24:47.569613	-93.182449	44.976501	0.361	
2024-03-20 01:24:47.569806	-93.182449	44.976501		0.362
2024-03-20 01:26:19.809513	-93.182449	44.976501	0.436	
2024-03-20 01:26:19.809709	-93.182449	44.976501		0.437
2024-03-20 01:28:47.749804	-93.182449	44.976501	0.532	
2024-03-20 01:28:47.750022	-93.182449	44.976501		0.533
2024-03-20 01:30:20.003104	-93.182449	44.976501	0.546	
2024-03-20 01:30:20.003313	-93.182449	44.976501		0.547
2024-03-20 01:32:47.647889	-93.182449	44.976501	0.501	
2024-03-20 01:32:47.648065	-93.182449	44.976501		0.502
2024-03-20 01:34:19.785368	-93.182449	44.976501	0.397	
2024-03-20 01:34:19.785739	-93.182449	44.976501		0.397
2024-03-20 01:36:47.694123	-93.182449	44.976501	0.461	
2024-03-20 01:36:47.694274	-93.182449	44.976501		0.462
2024-03-20 01:38:19.809454	-93.182449	44.976501	0.411	
2024-03-20 01:38:19.809728	-93.182449	44.976501		0.412
2024-03-20 01:40:47.652338	-93.182449	44.976501	0.416	
2024-03-20 01:40:47.652525	-93.182449	44.976501		0.417
2024-03-20 01:42:19.875840	-93.182449	44.976501	0.392	
2024-03-20 01:42:19.876030	-93.182449	44.976501		0.393
2024-03-20 01:44:47.718242	-93.182449	44.976501	0.471	
2024-03-20 01:44:47.718412	-93.182449	44.976501		0.472
2024-03-20 01:46:19.902634	-93.182449	44.976501	0.410	
2024-03-20 01:46:19.902843	-93.182449	44.976501		0.411
2024-03-20 01:48:47.562500	-93.182449	44.976501	0.387	
2024-03-20 01:48:47.562680	-93.182449	44.976501		0.387
2024-03-20 01:50:19.963736	-93.182449	44.976501	0.466	
2024-03-20 01:50:19.963962	-93.182449	44.976501		0.466
2024-03-20 01:52:47.682580	-93.182449	44.976501	0.421	
2024-03-20 01:52:47.682889	-93.182449	44.976501		0.422
2024-03-20 01:54:19.803277	-93.182449	44.976501	0.378	
2024-03-20 01:54:19.803584	-93.182449	44.976501		0.379
2024-03-20 01:56:47.641055	-93.182449	44.976501	0.391	
2024-03-20 01:56:47.641256	-93.182449	44.976501		0.392
2024-03-20 01:58:19.901459	-93.182465	44.976509	0.467	
2024-03-20 01:58:19.901687	-93.182465	44.976509		0.468
2024-03-20 02:00:47.595257	-93.182449	44.976501	0.411	
2024-03-20 02:00:47.595466	-93.182449	44.976501		0.412
2024-03-20 02:02:19.811326	-93.182457	44.976505	0.366	
2024-03-20 02:02:19.811470	-93.182457	44.976505		0.367
2024-03-20 02:04:47.720317	-93.182449	44.976501	0.512	
2024-03-20 02:04:47.720471	-93.182449	44.976501		0.513
2024-03-20 02:06:19.841213	-93.182442	44.976501	0.386	
2024-03-20 02:06:19.841391	-93.182442	44.976501		0.387
2024-03-20 02:08:47.754373	-93.182442	44.976501	0.477	
2024-03-20 02:08:47.754715	-93.182442	44.976501		0.477
2024-03-20 02:10:19.938836	-93.182442	44.976501	0.402	
2024-03-20 02:10:19.939108	-93.182442	44.976501		0.402
2024-03-20 02:12:47.752370	-93.182442	44.976501	0.531	
2024-03-20 02:12:47.752573	-93.182442	44.976501		0.532
2024-03-20 02:14:19.900531	-93.182442	44.976501	0.436	
2024-03-20 02:14:19.900731	-93.182442	44.976501		0.437
2024-03-20 02:16:47.791396	-93.182442	44.976501	0.484	
2024-03-20 02:16:47.791583	-93.182442	44.976501		0.484
2024-03-20 02:18:19.871266	-93.182442	44.976501	0.401	
2024-03-20 02:18:19.871468	-93.182442	44.976501		0.402
2024-03-20 02:20:47.784440	-93.182442	44.976501	0.467	
2024-03-20 02:20:47.784642	-93.182442	44.976501		0.467
2024-03-20 02:22:19.976643	-93.182442	44.976501	0.497	
2024-03-20 02:22:19.976867	-93.182442	44.976501		0.498
2024-03-20 02:24:47.809088	-93.182442	44.976501	0.503	
2024-03-20 02:24:47.809250	-93.182442	44.976501		0.504
2024-03-20 02:26:20.018309	-93.182442	44.976501	0.452	
2024-03-20 02:26:20.018511	-93.182442	44.976501		0.452
2024-03-20 02:28:47.833687	-93.182442	44.976501	0.501	
2024-03-20 02:28:47.833873	-93.182442	44.976501		0.502
2024-03-20 02:30:19.932658	-93.182404	44.976471	0.437	
2024-03-20 02:30:19.932916	-93.182404	44.976471		0.438
2024-03-20 02:32:47.653105	-93.182411	44.976460	0.392	
2024-03-20 02:32:47.653262	-93.182411	44.976460		0.393
2024-03-20 02:34:19.822533	-93.182411	44.976460	0.396	
2024-03-20 02:34:19.822721	-93.182411	44.976460		0.397
2024-03-20 02:36:47.799276	-93.182419	44.976460	0.451	
2024-03-20 02:36:47.799467	-93.182419	44.976460		0.452
2024-03-20 02:38:20.045195	-93.182419	44.976460	0.426	
2024-03-20 02:38:20.045456	-93.182419	44.976460		0.427
2024-03-20 02:40:47.734007	-93.182419	44.976471	0.377	
2024-03-20 02:40:47.734176	-93.182419	44.976471		0.377
2024-03-20 02:42:20.019846	-93.182419	44.976471	0.501	
2024-03-20 02:42:20.020033	-93.182419	44.976471		0.502
2024-03-20 02:44:47.823962	-93.182419	44.976479	0.461	
2024-03-20 02:44:47.824410	-93.182419	44.976479		0.462
2024-03-20 02:46:20.056370	-93.182419	44.976479	0.466	
2024-03-20 02:46:20.056625	-93.182419	44.976479		0.466
2024-03-20 02:48:47.809024	-93.182419	44.976479	0.437	
2024-03-20 02:48:47.809218	-93.182419	44.976479		0.438
2024-03-20 02:50:20.080218	-93.182419	44.976479	0.466	
2024-03-20 02:50:20.080403	-93.182419	44.976479		0.467
2024-03-20 02:52:47.779674	-93.182419	44.976479	0.397	
2024-03-20 02:52:47.779941	-93.182419	44.976479		0.397
2024-03-20 02:54:20.072425	-93.182411	44.976509	0.450	
2024-03-20 02:54:20.072612	-93.182411	44.976509		0.451
2024-03-20 02:56:47.682827	-93.182327	44.976490	0.381	
2024-03-20 02:56:47.683028	-93.182327	44.976490		0.382
2024-03-20 02:58:19.969835	-93.182343	44.976490	0.417	
2024-03-20 02:58:19.970068	-93.182343	44.976490		0.417
2024-03-20 03:00:47.870968	-93.182350	44.976501	0.476	
2024-03-20 03:00:47.871161	-93.182350	44.976501		0.477
2024-03-20 03:02:20.047634	-93.182350	44.976501	0.494	
2024-03-20 03:02:20.047848	-93.182350	44.976501		0.495
2024-03-20 03:04:47.809503	-93.182358	44.976501	0.426	
2024-03-20 03:04:47.809670	-93.182358	44.976501		0.427
2024-03-20 03:06:20.039474	-93.182358	44.976501	0.474	
2024-03-20 03:06:20.039722	-93.182358	44.976501		0.475
2024-03-20 03:08:47.878880	-93.182358	44.976501	0.471	
2024-03-20 03:08:47.879106	-93.182358	44.976501		0.472
2024-03-20 03:10:20.003734	-93.182373	44.976501	0.431	
2024-03-20 03:10:20.003907	-93.182373	44.976501		0.432
2024-03-20 03:12:47.676999	-93.182373	44.976509	0.341	
2024-03-20 03:12:47.677165	-93.182373	44.976509		0.342
2024-03-20 03:14:20.095876	-93.182373	44.976509	0.516	
2024-03-20 03:14:20.096054	-93.182373	44.976509		0.517
2024-03-20 03:16:47.836978	-93.182373	44.976509	0.492	
2024-03-20 03:16:47.837126	-93.182373	44.976509		0.493
2024-03-20 03:18:20.075351	-93.182373	44.976509	0.487	
2024-03-20 03:18:20.075507	-93.182373	44.976509		0.488
2024-03-20 03:20:47.965015	-93.182381	44.976509	0.531	
2024-03-20 03:20:47.965203	-93.182381	44.976509		0.532
2024-03-20 03:22:20.125240	-93.182381	44.976509	0.442	
2024-03-20 03:22:20.125399	-93.182381	44.976509		0.443
2024-03-20 03:24:47.740165	-93.182381	44.976509	0.381	
2024-03-20 03:24:47.740426	-93.182381	44.976509		0.382
2024-03-20 03:26:19.999170	-93.182388	44.976509	0.392	
2024-03-20 03:26:19.999365	-93.182388	44.976509		0.393
2024-03-20 03:28:47.944481	-93.182388	44.976509	0.497	
2024-03-20 03:28:47.944644	-93.182388	44.976509		0.497
2024-03-20 03:30:20.026505	-93.182388	44.976509	0.412	
2024-03-20 03:30:20.026679	-93.182388	44.976509		0.413
2024-03-20 03:32:47.907138	-93.182388	44.976501	0.391	
2024-03-20 03:32:47.907321	-93.182388	44.976501		0.392
2024-03-20 03:34:20.131158	-93.182388	44.976501	0.432	
2024-03-20 03:34:20.131399	-93.182388	44.976501		0.433
2024-03-20 03:36:47.854657	-93.182404	44.976501	0.476	
2024-03-20 03:36:47.854818	-93.182404	44.976501		0.477
2024-03-20 03:38:20.033593	-93.182404	44.976501	0.406	
2024-03-20 03:38:20.033801	-93.182404	44.976501		0.407
2024-03-20 03:40:47.991471	-93.182404	44.976501	0.552	
2024-03-20 03:40:47.991599	-93.182404	44.976501		0.552
2024-03-20 03:42:20.184632	-93.182404	44.976501	0.498	
2024-03-20 03:42:20.184840	-93.182404	44.976501		0.499
2024-03-20 03:44:47.973321	-93.182404	44.976501	0.496	
2024-03-20 03:44:47.973390	-93.182404	44.976501		0.497
2024-03-20 03:46:20.243679	-93.182373	44.976479	0.451	
2024-03-20 03:46:20.243850	-93.182373	44.976479		0.452
2024-03-20 03:48:47.907740	-93.182320	44.976521	0.422	
2024-03-20 03:48:47.907867	-93.182320	44.976521		0.423
2024-03-20 03:50:20.207260	-93.182320	44.976521	0.498	
2024-03-20 03:50:20.207407	-93.182320	44.976521		0.498
2024-03-20 03:52:47.910602	-93.182327	44.976521	0.416	
2024-03-20 03:52:47.910757	-93.182327	44.976521		0.417
2024-03-20 03:54:20.071927	-93.182343	44.976521	0.416	
2024-03-20 03:54:20.072024	-93.182343	44.976521		0.417
2024-03-20 03:56:47.873510	-93.182381	44.976521	0.451	
2024-03-20 03:56:47.873688	-93.182381	44.976521		0.452
2024-03-20 03:58:20.066783	-93.182388	44.976509	0.403	
2024-03-20 03:58:20.066934	-93.182388	44.976509		0.403
2024-03-20 04:00:48.005579	-93.182404	44.976501	0.496	
2024-03-20 04:00:48.005714	-93.182404	44.976501		0.497
2024-03-20 04:02:20.113107	-93.182404	44.976501	0.361	
2024-03-20 04:02:20.113252	-93.182404	44.976501		0.361
2024-03-20 04:04:47.963018	-93.182404	44.976501	0.446	
2024-03-20 04:04:47.963194	-93.182404	44.976501		0.447
2024-03-20 04:06:20.198526	-93.182404	44.976501	0.516	
2024-03-20 04:06:20.198605	-93.182404	44.976501		0.517
2024-03-20 04:08:47.966179	-93.182411	44.976501	0.441	
2024-03-20 04:08:47.966496	-93.182411	44.976501		0.442
2024-03-20 04:10:20.320990	-93.182411	44.976501	0.553	
2024-03-20 04:10:20.334163	-93.182411	44.976501		0.554
2024-03-20 04:12:47.923105	-93.182411	44.976501	0.391	
2024-03-20 04:12:47.923339	-93.182411	44.976501		0.392
2024-03-20 04:14:20.182427	-93.182411	44.976501	0.412	
2024-03-20 04:14:20.182567	-93.182411	44.976501		0.412
2024-03-20 04:16:48.052286	-93.182411	44.976501	0.512	
2024-03-20 04:16:48.052431	-93.182411	44.976501		0.513
2024-03-20 04:18:20.139723	-93.182411	44.976501	0.436	
2024-03-20 04:18:20.139873	-93.182411	44.976501		0.437
2024-03-20 04:20:47.929932	-93.182411	44.976501	0.407	
2024-03-20 04:20:47.930019	-93.182411	44.976501		0.407
2024-03-20 04:22:20.105939	-93.182411	44.976501	0.396	
2024-03-20 04:22:20.106076	-93.182411	44.976501		0.397
2024-03-20 04:24:48.046077	-93.182411	44.976501	0.494	
2024-03-20 04:24:48.046213	-93.182411	44.976501		0.495
2024-03-20 04:26:20.210120	-93.182411	44.976501	0.427	
2024-03-20 04:26:20.210348	-93.182411	44.976501		0.427
2024-03-20 04:28:47.903716	-93.182411	44.976501	0.341	
2024-03-20 04:28:47.903909	-93.182411	44.976501		0.342
2024-03-20 04:30:20.126622	-93.182411	44.976501	0.402	
2024-03-20 04:30:20.126798	-93.182411	44.976501		0.403
2024-03-20 04:32:48.014102	-93.182411	44.976501	0.441	
2024-03-20 04:32:48.014291	-93.182411	44.976501		0.442
2024-03-20 04:34:20.265656	-93.182411	44.976501	0.470	
2024-03-20 04:34:20.265920	-93.182411	44.976501		0.471
2024-03-20 04:36:47.990339	-93.182419	44.976501	0.411	
2024-03-20 04:36:47.990546	-93.182419	44.976501		0.411
2024-03-20 04:38:20.150523	-93.182419	44.976501	0.407	
2024-03-20 04:38:20.150683	-93.182419	44.976501		0.407
2024-03-20 04:40:48.128065	-93.182419	44.976501	0.501	
2024-03-20 04:40:48.128256	-93.182419	44.976501		0.502
2024-03-20 04:42:20.135855	-93.182419	44.976501	0.386	
2024-03-20 04:42:20.136018	-93.182419	44.976501		0.387
2024-03-20 04:44:48.082282	-93.182419	44.976501	0.486	
2024-03-20 04:44:48.082818	-93.182419	44.976501		0.487
2024-03-20 04:46:20.308850	-93.182419	44.976501	0.470	
2024-03-20 04:46:20.309100	-93.182419	44.976501		0.471
2024-03-20 04:48:48.000022	-93.182419	44.976501	0.391	
2024-03-20 04:48:48.000260	-93.182419	44.976501		0.392
2024-03-20 04:50:20.236864	-93.182419	44.976501	0.473	
2024-03-20 04:50:20.237136	-93.182419	44.976501		0.473
2024-03-20 04:52:48.059436	-93.182419	44.976501	0.436	
2024-03-20 04:52:48.059578	-93.182419	44.976501		0.437
2024-03-20 04:54:20.180591	-93.182442	44.976501	0.406	
2024-03-20 04:54:20.180763	-93.182442	44.976501		0.407
2024-03-20 04:56:48.044765	-93.182426	44.976501	0.441	
2024-03-20 04:56:48.044965	-93.182426	44.976501		0.442
2024-03-20 04:58:20.306475	-93.182419	44.976509	0.466	
2024-03-20 04:58:20.306687	-93.182419	44.976509		0.467
2024-03-20 05:00:48.086705	-93.182419	44.976509	0.481	
2024-03-20 05:00:48.086920	-93.182419	44.976509		0.482
2024-03-20 05:02:20.229800	-93.182419	44.976509	0.360	
2024-03-20 05:02:20.230004	-93.182419	44.976509		0.361
2024-03-20 05:04:48.129868	-93.182426	44.976501	0.496	
2024-03-20 05:04:48.130006	-93.182426	44.976501		0.497
2024-03-20 05:06:20.293803	-93.182457	44.976509	0.432	
2024-03-20 05:06:20.293985	-93.182457	44.976509		0.433
2024-03-20 05:08:47.999007	-93.182457	44.976509	0.376	
2024-03-20 05:08:47.999251	-93.182457	44.976509		0.377
2024-03-20 05:10:20.230224	-93.182457	44.976509	0.346	
2024-03-20 05:10:20.230323	-93.182457	44.976509		0.346
2024-03-20 05:12:48.025634	-93.182457	44.976509	0.376	
2024-03-20 05:12:48.025795	-93.182457	44.976509		0.377
2024-03-20 05:14:20.246886	-93.182457	44.976501	0.361	
2024-03-20 05:14:20.252784	-93.182457	44.976501		0.362
2024-03-20 05:16:48.113390	-93.182449	44.976509	0.457	
2024-03-20 05:16:48.113638	-93.182449	44.976509		0.458
2024-03-20 05:18:20.281885	-93.182449	44.976509	0.381	
2024-03-20 05:18:20.282277	-93.182449	44.976509		0.382
2024-03-20 05:20:48.113977	-93.182449	44.976509	0.456	
2024-03-20 05:20:48.114211	-93.182449	44.976509		0.457
2024-03-20 05:22:20.404709	-93.182449	44.976509	0.436	
2024-03-20 05:22:20.404865	-93.182449	44.976509		0.437
2024-03-20 05:24:48.203189	-93.182449	44.976509	0.531	
2024-03-20 05:24:48.203468	-93.182449	44.976509		0.532
2024-03-20 05:26:20.433320	-93.182449	44.976509	0.516	
2024-03-20 05:26:20.433552	-93.182449	44.976509		0.517
2024-03-20 05:28:48.025476	-93.182449	44.976509	0.341	
2024-03-20 05:28:48.025705	-93.182449	44.976509		0.342
2024-03-20 05:30:20.184664	-93.182449	44.976509	0.362	
2024-03-20 05:30:20.184915	-93.182449	44.976509		0.363
2024-03-20 05:32:48.095216	-93.182449	44.976509	0.407	
2024-03-20 05:32:48.095383	-93.182449	44.976509		0.408
2024-03-20 05:34:20.225968	-93.182449	44.976509	0.372	
2024-03-20 05:34:20.226230	-93.182449	44.976509		0.373
2024-03-20 05:36:48.250992	-93.182449	44.976509	0.542	
2024-03-20 05:36:48.251236	-93.182449	44.976509		0.543
2024-03-20 05:38:20.312054	-93.182449	44.976509	0.476	
2024-03-20 05:38:20.312207	-93.182449	44.976509		0.477
2024-03-20 05:40:48.062201	-93.182449	44.976509	0.378	
2024-03-20 05:40:48.062408	-93.182449	44.976509		0.379
2024-03-20 05:42:20.233430	-93.182449	44.976509	0.387	
2024-03-20 05:42:20.233633	-93.182449	44.976509		0.387
2024-03-20 05:44:48.168493	-93.182449	44.976509	0.457	
2024-03-20 05:44:48.168662	-93.182449	44.976509		0.457
2024-03-20 05:46:20.401628	-93.182449	44.976509	0.456	
2024-03-20 05:46:20.401765	-93.182449	44.976509		0.456
2024-03-20 05:48:48.166869	-93.182449	44.976509	0.447	
2024-03-20 05:48:48.167034	-93.182449	44.976509		0.447
2024-03-20 05:50:20.176270	-93.182449	44.976509	0.371	
2024-03-20 05:50:20.176450	-93.182449	44.976509		0.372
2024-03-20 05:52:48.048549	-93.182442	44.976509	0.401	
2024-03-20 05:52:48.048751	-93.182442	44.976509		0.402
2024-03-20 05:54:20.511510	-93.182442	44.976509	0.537	
2024-03-20 05:54:20.511742	-93.182442	44.976509		0.538
2024-03-20 05:56:48.218218	-93.182442	44.976509	0.503	
2024-03-20 05:56:48.218418	-93.182442	44.976509		0.504
2024-03-20 05:58:20.515228	-93.182442	44.976509	0.617	
2024-03-20 05:58:20.515497	-93.182442	44.976509		0.618
2024-03-20 06:00:48.138934	-93.182442	44.976509	0.396	
2024-03-20 06:00:48.139119	-93.182442	44.976509		0.397
2024-03-20 06:02:20.304520	-93.182442	44.976509	0.419	
2024-03-20 06:02:20.304786	-93.182442	44.976509		0.420
2024-03-20 06:04:48.201445	-93.182442	44.976509	0.451	
2024-03-20 06:04:48.201665	-93.182442	44.976509		0.452
2024-03-20 06:06:20.356159	-93.182442	44.976509	0.441	
2024-03-20 06:06:20.356352	-93.182442	44.976509		0.442
2024-03-20 06:08:48.138733	-93.182442	44.976509	0.397	
2024-03-20 06:08:48.138910	-93.182442	44.976509		0.397
2024-03-20 06:10:20.322590	-93.182442	44.976509	0.401	
2024-03-20 06:10:20.322875	-93.182442	44.976509		0.402
2024-03-20 06:12:48.254506	-93.182449	44.976509	0.487	
2024-03-20 06:12:48.254729	-93.182449	44.976509		0.488
2024-03-20 06:14:20.559397	-93.182449	44.976509	0.551	
2024-03-20 06:14:20.559590	-93.182449	44.976509		0.552
2024-03-20 06:16:48.178585	-93.182449	44.976509	0.407	
2024-03-20 06:16:48.183501	-93.182449	44.976509		0.407
2024-03-20 06:18:20.444439	-93.182449	44.976509	0.430	
2024-03-20 06:18:20.444615	-93.182449	44.976509		0.431
2024-03-20 06:20:48.247318	-93.182449	44.976509	0.466	
2024-03-20 06:20:48.247546	-93.182449	44.976509		0.467
2024-03-20 06:22:20.390325	-93.182449	44.976509	0.443	
2024-03-20 06:22:20.390601	-93.182449	44.976509		0.444
2024-03-20 06:24:48.148460	-93.182449	44.976509	0.356	
2024-03-20 06:24:48.150347	-93.182449	44.976509		0.357
2024-03-20 06:26:20.505486	-93.182449	44.976509	0.491	
2024-03-20 06:26:20.505674	-93.182449	44.976509		0.492
2024-03-20 06:28:48.154159	-93.182449	44.976509	0.376	
2024-03-20 06:28:48.154382	-93.182449	44.976509		0.377
2024-03-20 06:30:20.457541	-93.182449	44.976509	0.494	
2024-03-20 06:30:20.457761	-93.182449	44.976509		0.495
2024-03-20 06:32:48.220090	-93.182449	44.976509	0.417	
2024-03-20 06:32:48.220253	-93.182449	44.976509		0.417
2024-03-20 06:34:20.435295	-93.182449	44.976509	0.385	
2024-03-20 06:34:20.435494	-93.182449	44.976509		0.386
2024-03-20 06:36:48.204110	-93.182449	44.976509	0.411	
2024-03-20 06:36:48.204282	-93.182449	44.976509		0.412
2024-03-20 06:38:20.532776	-93.182449	44.976509	0.475	
2024-03-20 06:38:20.532997	-93.182449	44.976509		0.476
2024-03-20 06:40:48.249398	-93.182449	44.976509	0.446	
2024-03-20 06:40:48.249563	-93.182449	44.976509		0.447
2024-03-20 06:42:20.667215	-93.182449	44.976509	0.463	
2024-03-20 06:42:20.667428	-93.182449	44.976509		0.463
2024-03-20 06:44:48.183763	-93.182457	44.976509	0.381	
2024-03-20 06:44:48.183960	-93.182457	44.976509		0.382
2024-03-20 06:46:20.462970	-93.182457	44.976509	0.491	
2024-03-20 06:46:20.463173	-93.182457	44.976509		0.492
2024-03-20 06:48:48.327561	-93.182457	44.976509	0.511	
2024-03-20 06:48:48.327743	-93.182457	44.976509		0.512
2024-03-20 06:50:20.350659	-93.182457	44.976509	0.356	
2024-03-20 06:50:20.350897	-93.182457	44.976509		0.357
2024-03-20 06:52:48.234467	-93.182457	44.976509	0.391	
2024-03-20 06:52:48.234559	-93.182457	44.976509		0.392
2024-03-20 06:54:20.519455	-93.182457	44.976509	0.432	
2024-03-20 06:54:20.519658	-93.182457	44.976509		0.432
2024-03-20 06:56:48.233292	-93.182457	44.976509	0.383	
2024-03-20 06:56:48.233497	-93.182457	44.976509		0.383
2024-03-20 06:58:20.398081	-93.182457	44.976509	0.381	
2024-03-20 06:58:20.398315	-93.182457	44.976509		0.382
2024-03-20 07:00:48.354528	-93.182457	44.976509	0.496	
2024-03-20 07:00:48.354687	-93.182457	44.976509		0.497
2024-03-20 07:02:20.527532	-93.182457	44.976509	0.507	
2024-03-20 07:02:20.527729	-93.182457	44.976509		0.507
2024-03-20 07:04:48.301035	-93.182457	44.976509	0.431	
2024-03-20 07:04:48.301276	-93.182457	44.976509		0.432
2024-03-20 07:06:20.527714	-93.182457	44.976509	0.416	
2024-03-20 07:06:20.527934	-93.182457	44.976509		0.417
2024-03-20 07:08:48.240690	-93.182457	44.976509	0.362	
2024-03-20 07:08:48.241002	-93.182457	44.976509		0.363
2024-03-20 07:10:20.576013	-93.182457	44.976509	0.456	
2024-03-20 07:10:20.576192	-93.182457	44.976509		0.457
2024-03-20 07:12:48.270210	-93.182457	44.976509	0.386	
2024-03-20 07:12:48.270396	-93.182457	44.976509		0.387
2024-03-20 07:14:20.476921	-93.182457	44.976509	0.376	
2024-03-20 07:14:20.477062	-93.182457	44.976509		0.377
2024-03-20 07:16:48.305822	-93.182457	44.976509	0.511	
2024-03-20 07:16:48.306133	-93.182457	44.976509		0.512
2024-03-20 07:18:20.490678	-93.182457	44.976509	0.437	
2024-03-20 07:18:20.490936	-93.182457	44.976509		0.438
2024-03-20 07:20:48.416827	-93.182457	44.976509	0.456	
2024-03-20 07:20:48.417053	-93.182457	44.976509		0.457
2024-03-20 07:22:20.574528	-93.182457	44.976509	0.432	
2024-03-20 07:22:20.574753	-93.182457	44.976509		0.433
2024-03-20 07:24:48.669075	-93.182457	44.976509	0.762	
2024-03-20 07:24:48.669280	-93.182457	44.976509		0.763
2024-03-20 07:26:20.539899	-93.182457	44.976509	0.471	
2024-03-20 07:26:20.540070	-93.182457	44.976509		0.472
2024-03-20 07:28:48.437371	-93.182457	44.976509	0.466	
2024-03-20 07:28:48.437542	-93.182457	44.976509		0.467
2024-03-20 07:30:20.625424	-93.182457	44.976509	0.496	
2024-03-20 07:30:20.633859	-93.182457	44.976509		0.497
2024-03-20 07:32:48.363098	-93.182457	44.976509	0.441	
2024-03-20 07:32:48.363463	-93.182457	44.976509		0.442
2024-03-20 07:34:20.657739	-93.182457	44.976509	0.497	
2024-03-20 07:34:20.657928	-93.182457	44.976509		0.498
2024-03-20 07:36:48.393656	-93.182457	44.976509	0.457	
2024-03-20 07:36:48.393785	-93.182457	44.976509		0.458
2024-03-20 07:38:20.524435	-93.182457	44.976509	0.426	
2024-03-20 07:38:20.524591	-93.182457	44.976509		0.427
2024-03-20 07:40:48.471564	-93.182457	44.976509	0.553	
2024-03-20 07:40:48.471738	-93.182457	44.976509		0.553
2024-03-20 07:42:20.519263	-93.182457	44.976509	0.360	
2024-03-20 07:42:20.526675	-93.182457	44.976509		0.361
2024-03-20 07:44:48.382978	-93.182457	44.976509	0.447	
2024-03-20 07:44:48.383150	-93.182457	44.976509		0.448
2024-03-20 07:46:20.561064	-93.182457	44.976509	0.467	
2024-03-20 07:46:20.561239	-93.182457	44.976509		0.468
2024-03-20 07:48:48.475440	-93.182457	44.976509	0.516	
2024-03-20 07:48:48.475599	-93.182457	44.976509		0.517
2024-03-20 07:50:20.618434	-93.182457	44.976509	0.501	
2024-03-20 07:50:20.618674	-93.182457	44.976509		0.502
2024-03-20 07:52:48.303900	-93.182457	44.976509	0.361	
2024-03-20 07:52:48.304197	-93.182457	44.976509		0.362
2024-03-20 07:54:20.441950	-93.182457	44.976509	0.397	
2024-03-20 07:54:20.442120	-93.182457	44.976509		0.397
2024-03-20 07:56:48.422410	-93.182457	44.976509	0.453	
2024-03-20 07:56:48.422566	-93.182457	44.976509		0.453
2024-03-20 07:58:20.572891	-93.182457	44.976509	0.377	
2024-03-20 07:58:20.573097	-93.182457	44.976509		0.378
2024-03-20 08:00:48.528826	-93.182457	44.976509	0.493	
2024-03-20 08:00:48.528927	-93.182457	44.976509		0.493
2024-03-20 08:02:20.681108	-93.182457	44.976509	0.456	
2024-03-20 08:02:20.681379	-93.182457	44.976509		0.457
2024-03-20 08:04:48.497046	-93.182457	44.976509	0.528	
2024-03-20 08:04:48.497223	-93.182457	44.976509		0.528
2024-03-20 08:06:20.723429	-93.182457	44.976509	0.412	
2024-03-20 08:06:20.723685	-93.182457	44.976509		0.413
2024-03-20 08:08:48.356854	-93.182457	44.976509	0.362	
2024-03-20 08:08:48.357030	-93.182457	44.976509		0.363
2024-03-20 08:10:20.707041	-93.182457	44.976509	0.407	
